,month,week,hour,access_count
1066,1,Tuesday,20,22
1067,1,Tuesday,19,23
1068,1,Tuesday,18,35
1069,1,Tuesday,17,23
1070,1,Tuesday,16,32
1071,1,Tuesday,15,40
1072,1,Tuesday,14,25
1073,1,Tuesday,13,16
1074,1,Tuesday,12,11
1075,1,Tuesday,11,32
1076,1,Tuesday,10,46
1077,1,Tuesday,9,80
1078,1,Tuesday,8,62
1079,1,Tuesday,7,68
1080,1,Tuesday,6,49
1081,1,Tuesday,5,13
1082,1,Tuesday,3,1
1083,1,Thursday,23,3
1084,1,Thursday,22,7
1085,1,Thursday,21,1
1086,1,Thursday,20,8
1087,1,Thursday,19,43
1088,1,Thursday,18,45
1089,1,Thursday,17,30
1090,1,Thursday,16,34
1091,1,Thursday,15,22
1092,1,Thursday,14,35
1093,1,Thursday,13,26
1094,1,Thursday,12,27
1095,1,Thursday,11,54
1096,1,Thursday,10,69
1097,1,Thursday,9,98
1098,1,Thursday,8,110
1099,1,Thursday,7,104
1100,1,Thursday,6,53
1101,1,Thursday,5,30
1102,1,Thursday,4,4
1103,1,Thursday,3,2
1104,1,Thursday,1,2
1105,1,Sunday,23,15
1106,1,Sunday,22,59
1107,1,Sunday,21,91
1108,1,Sunday,20,34
1109,1,Sunday,19,15
1110,1,Sunday,18,33
1111,1,Sunday,17,30
1112,1,Sunday,16,35
1113,1,Sunday,15,19
1114,1,Sunday,14,11
1115,1,Sunday,13,14
1116,1,Sunday,12,16
1117,1,Sunday,11,58
1118,1,Sunday,10,65
1119,1,Sunday,9,84
1120,1,Sunday,8,100
1121,1,Sunday,7,56
1122,1,Sunday,6,49
1123,1,Sunday,5,16
1124,1,Sunday,4,4
1125,1,Sunday,3,4
1126,1,Sunday,1,2
1127,1,Sunday,0,16
1128,1,Saturday,23,13
1129,1,Saturday,22,52
1130,1,Saturday,21,63
1131,1,Saturday,20,19
1132,1,Saturday,19,15
1133,1,Saturday,18,21
1134,1,Saturday,17,26
1135,1,Saturday,16,20
1136,1,Saturday,15,34
1137,1,Saturday,14,17
1138,1,Saturday,13,22
1139,1,Saturday,12,21
1140,1,Saturday,11,36
1141,1,Saturday,10,50
1142,1,Saturday,9,71
1143,1,Saturday,8,86
1144,1,Saturday,7,75
1145,1,Saturday,6,45
1146,1,Saturday,5,8
1147,1,Saturday,3,1
1148,1,Saturday,0,1
1149,1,Monday,23,4
1150,1,Monday,22,6
1151,1,Monday,21,7
1152,1,Monday,20,7
1153,1,Monday,19,32
1154,1,Monday,18,30
1155,1,Monday,17,18
1156,1,Monday,16,28
1157,1,Monday,15,22
1158,1,Monday,14,28
1159,1,Monday,13,5
1160,1,Monday,12,11
1161,1,Monday,11,50
1162,1,Monday,10,32
1163,1,Monday,9,66
1164,1,Monday,8,73
1165,1,Monday,7,73
1166,1,Monday,6,53
1167,1,Monday,5,19
1168,1,Monday,4,2
1169,1,Monday,3,1
1170,1,Monday,2,2
1171,1,Monday,0,10
1172,1,Friday,23,4
1173,1,Friday,22,4
1174,1,Friday,21,11
1175,1,Friday,20,17
1176,1,Friday,19,22
1177,1,Friday,18,34
1178,1,Friday,17,28
1179,1,Friday,16,31
1180,1,Friday,15,36
1181,1,Friday,14,26
1182,1,Friday,13,19
1183,1,Friday,12,20
1184,1,Friday,11,82
1185,1,Friday,10,65
1186,1,Friday,9,92
1187,1,Friday,8,105
1188,1,Friday,7,84
1189,1,Friday,6,47
1190,1,Friday,5,23
1191,1,Friday,4,7
1192,1,Friday,1,1
1193,1,Friday,0,5
